ben	original_language_of_film_or_TV_show	টেকেন ২	ইংরেজি ভাষা
ben	student_of	মেগারার ইউক্লিড	সক্রেটিস
hi	participant	वियतनाम युद्ध	खमेर रूज
tel	sibling	ఉదయ్ చోప్రా	ఆదిత్య చోప్రా
hi	winner	नोबेल शांति पुरस्कार	शिरीन एबादी
tel	director	దేవత	బొమ్మిరెడ్డి నరసింహారెడ్డి
tel	sibling	జ్యోతిక	రోషిణి
ben	award_received	মেরি কম	পদ্মভূষণ
tel	place_of_death	సాక్షి రంగారావు	చెన్నై
tel	tributary	నల్ల సముద్రం	డానుబే
hi	winner	फील्ड्स मेडल	अक्षय वेंकटेश
hi	employer	इब्राहिम अलकाज़ी	राष्ट्रीय नाट्य विद्यालय
tel	father	సంజయ్ దత్	సునీల్ దత్
tel	child	దక్షుడు	అదితి
hi	sibling	प्रिया दत्त	संजय दत्त
tel	child	గాంధారి	దుస్సల
tel	place_of_death	సుకుమారి	చెన్నై
tel	mother	అక్బర్	హమీదా బాను బేగం
hi	child	महेश भट्ट	आलिया भट्ट
tel	spouse	చిన్మయి	రాహుల్ రవీంద్రన్
ben	founded_by	হেয়ার স্কুল	ডেভিড হেয়ার
ben	participant	নরম্যান্ডি অবতরণ	নাৎসি জার্মানি
ben	winner	শান্তিতে নোবেল পুরস্কার	জাতিসংঘ
ben	founded_by	তমদ্দুন মজলিস	আবুল কাসেম
tel	director	మంథన్	శ్యామ్ బెనగళ్
hi	mother	जगत सिंह	गायत्री देवी
ben	place_of_birth	সামিউর রহমান	ঢাকা
ben	tributary	সিন্ধু নদ	জাংস্কার নদী
tel	director	తాజ్ మహల్	ముప్పలనేని శివ
tel	director	మాంగల్య బలం	ఆదుర్తి సుబ్బారావు
ben	employer	মাহফুজা খানম	ঢাকা বিশ্ববিদ্যালয়
ben	occupation	ফ্রেডরিক উইলিয়াম হার্শেল	জ্যোতির্বিজ্ঞানী
ben	participant	ইরানে ইঙ্গ–সোভিয়েত আক্রমণ	যুক্তরাজ্য
hi	spouse	जावेद अख्तर	शबाना आज़मी
tel	capital_of	దిఫు	కర్బి ఆంగ్లాంగ్ జిల్లా
tel	child	బిందుసారుడు	అశోకుడు
tel	director	ఒక్కడున్నాడు	చంద్రశేఖర్ యేలేటి
tel	sport	మర్వన్ ఆటపట్టు	క్రికెట్
ben	child	হেল্লেন	জুথুস
ben	capital_of	হোয়াইটহর্স	ইউকন
ben	participant	মহাকাশ প্রতিযোগিতা	সোভিয়েত ইউনিয়ন
ben	mother	ডেসপোইনা	দেমেতের
tel	mother	హనుమంతుడు	అంజన
hi	tributary	अलकनन्दा नदी	मन्दाकिनी
tel	mother	గరుత్మంతుడు	వినత
tel	sport	చెన్నై సూపర్ కింగ్స్	క్రికెట్
ben	position_held	স্টিভ বলমার	প্রধান নির্বাহী কর্মকর্তা
hi	discoverer_or_inventor	प्राकृतिक वरण	चार्ल्स डार्विन
tel	award_received	కుష్వంత్ సింగ్	పద్మభూషణ్ పురస్కారం
hi	sport	डेट्राइटट रेड विंग्स	आइस हॉकी
tel	mother	పాండురాజు	అంబాలిక
ben	sport	মেরিজা অ্যাগুইলেরা	ক্রিকেট
tel	spouse	గోపిక పూర్ణిమ	మల్లికార్జున్
tel	director	మధుమాసం	చంద్ర సిద్దార్థ
ben	sport	তমোয়াকি মাকিনো	ফুটবল
hi	spouse	अनुष्का शर्मा	विराट कोहली
tel	occupation	లక్ష్మా గౌడ్	చిత్రకారుడు
tel	father	హనుమంతుడు	కేసరి
tel	director	మగధీర	రాజమౌళి
tel	spouse	రాజేష్ ఖన్నా	డింపుల్ కపాడియా
tel	occupation	రావిశాస్త్రి	రచయిత
tel	capital_of	ఢాకా	తూర్పు పాకిస్తాన్
hi	mother	अहाना देओल	हेमा मालिनी
tel	sport	సంజయ్ మంజ్రేకర్	క్రికెట్
tel	director	మిరపకాయ్	హరీష్ శంకర్
tel	child	విజయనిర్మల	నరేష్
tel	director	రేసుగుర్రం	సురేందర్ రెడ్డి
hi	winner	मिस यूनीवर्स 2002	ओक्साना फ़ेदरोवा
ben	tributary	আমাজন নদী	রিউ নেগ্রু
tel	spouse	గాంధారి	ధృతరాష్ట్రుడు
hi	original_language_of_film_or_TV_show	संगम	हिन्दी
hi	capital	मॉर्डोविया गणराज्य	सरांस्क
hi	sibling	अनूप कुमार	किशोर कुमार
tel	father	పులస్త్యుడు	బ్రహ్మ
hi	occupation	हिप्पारकस	गणितज्ञ
tel	position_held	భవనం వెంకట్రామ్	ఆంధ్రప్రదేశ్ ముఖ్యమంత్రులు
ben	award_received	সিতারা বেগম	বীর প্রতীক
tel	spouse	నలుడు	దమయంతి
ben	award_received	আতিউর রহমান	বাংলা একাডেমি সাহিত্য পুরস্কার
tel	child	శివాజీ గణేశన్	ప్రభు
tel	child	ప్రభావతిగుప్త	దామోదరసేన
hi	tributary	कावेरी नदी	भवानी नदी
tel	spouse	బిపాషా బసు	కరణ్ సింగ్ గ్రోవర్
tel	father	త్రిపురనేని సాయిచంద్	త్రిపురనేని గోపీచంద్
tel	father	విజయ్	ఎస్.ఎ.చంద్రశేఖర్
hi	capital	अल्बानिया	तिराना
tel	child	శంతనుడు	చిత్రాంగదుడు
hi	director	काइट्स	अनुराग बसु
tel	spouse	అర్జునుడు	ద్రౌపది
ben	nominated_for	মেরি কম	পদ্মবিভূষণ
tel	director	ప్రేమాభిషేకం	దాసరి నారాయణరావు
hi	tributary	गोदावरी नदी	इंद्रावती नदी
ben	mother	আদিত্য	অদিতি
ben	sibling	শূর্পণখা	রাবণ
hi	position_held	टीपू सुल्तान	राजा
hi	student_of	प्लेटो	सुकरात
hi	award_received	अनिल मणिभाई नायक	पद्म विभूषण
hi	original_language_of_film_or_TV_show	एक बार चले आओ (1983 फ़िल्म)	हिन्दी
hi	spouse	लारा दत्ता	महेश भूपति
ben	director	গ্যাংস্টার রিটার্নস	আশিকুর রহমান
hi	father	जस्टिन ट्रूडो	पियर ट्रूडो
ben	parent_organization	বুলগেরীয় ফুটবল ইউনিয়ন	উয়েফা
ben	occupation	সোফোক্লেস	নাট্যকার
tel	founded_by	అంజనా ప్రొడక్షన్స్	చిరంజీవి
hi	original_language_of_film_or_TV_show	बेताब	हिन्दी
ben	sport	ক্রেগ কামিং	ক্রিকেট
ben	participant	১৯৭৩ আরব-ইসরায়েলি যুদ্ধ	সিরিয়া
hi	director	जज़्बा	संजय गुप्ता
hi	father	अक्षरा हासन	कमल हासन
tel	sport	చమిందా వాస్	క్రికెట్
tel	sibling	శిల్పా శెట్టి	షమితా శెట్టి
hi	sport	संदीप मधुसूदन पाटिल	क्रिकेट
hi	spouse	रवि शंकर	अन्नपूर्णा देवी
ben	subsidiary	রেল মন্ত্রক	ভারতীয় রেল
hi	founded_by	गूगल	लैरी पेज
tel	sport	డెన్నిస్ లిల్లీ	క్రికెట్
tel	father	శక్తి మహర్షి	వశిష్ఠ మహర్షి
tel	child	మాద్రి	నకులుడు
hi	employer	लीना नायर	यूनीलीवर
tel	director	ఇష్క్	విక్రమ్ కుమార్
hi	mother	जस्टिन ट्रूडो	मार्गरेट ट्रूडो
ben	founded_by	মস্কো স্টেট বিশ্ববিদ্যালয়	মিখাইল লোমোনোসভ
ben	participant	বাংলাদেশের স্বাধীনতা যুদ্ধ	ভারত
tel	director	గోకులంలో సీత	ముత్యాల సుబ్బయ్య
hi	mother	अन्तरा काक	गीता सिद्धार्थ
tel	capital	ఇథియోపియా	అద్దిస్ అబాబా
ben	award_received	হামিদুল হক	বীর প্রতীক
tel	director	పిఎస్వి గరుడ వేగ	ప్రవీణ్ సత్తారు
tel	spouse	రఘువరన్	రోహిణి
hi	father	युवराज सिंह	योगराज सिंह
ben	award_received	নেভিল ফ্রান্সিস মট	পদার্থবিজ্ঞানে নোবেল পুরস্কার
tel	child	ఫాతిమా జహ్రా	హుసేన్
ben	discoverer_or_inventor	পাস্তুরায়ন	লুই পাস্তুর
tel	occupation	రావిశాస్త్రి	రచయిత
tel	director	నువ్వే నువ్వే	త్రివిక్రమ్ శ్రీనివాస్
hi	occupation	माइकल जॉर्डन	बास्केटबॉल खिलाड़ी
tel	director	మేడమ్	సింగీతం శ్రీనివాసరావు
ben	director	আশিকি	মহেশ ভাট
ben	sport	ডুলি ব্রিস্কো	ক্রিকেট
tel	father	ఆమిర్ ఖాన్	తాహిర్ హుస్సేన్
ben	father	নারদ	ব্রহ্মা
hi	place_of_birth	सुमतिनाथ	अयोध्या
hi	position_held	दीपक मिश्र	भारत के मुख्य न्यायाधीश
hi	participant	तितालिया संधि	सिक्किम
hi	spouse	शाहजी भोंसले	जीजाबाई
hi	winner	नोबेल शांति पुरस्कार	लू श्याबाओ
tel	sport	జెఫ్ డుజాన్	క్రికెట్
ben	child	এরেখথেউস ২য়	প্রোক্রিস
ben	winner	শ্রেষ্ঠ অভিনেত্রী বিভাগে ফিল্মফেয়ার পুরস্কার	কঙ্গনা রানাওয়াত
ben	position_held	অনুপম শাহজাহান জয়	জাতীয় সংসদ সদস্য
ben	sport	ইউতো নাগাতোমো	ফুটবল
hi	place_of_birth	कोफ़ी अन्नान	घाना
tel	director	పెళ్ళాం పిచ్చోడు	జొన్నవిత్తుల రామలింగేశ్వర రావు
tel	child	ధృతరాష్ట్రుడు	దుస్సల
ben	discoverer_or_inventor	ওয়ার্ল্ড ওয়াইড ওয়েব	টিম বার্নার্স-লি
hi	mother	तुषार कपूर	शोभा कपूर
hi	discoverer_or_inventor	प्रत्यावर्ती श्रेणी परीक्षण	गाटफ्रीड लैबनिट्ज़
tel	sport	క్రిస్ గేల్	క్రికెట్
hi	tributary	ब्रह्मपुत्र नदी	जलढाका नदी
ben	director	খোঁজ-দ্য সার্চ	ইফতেখার চৌধুরী
tel	award_received	ఇందిరా గాంధీ	లెనిన్ శాంతి బహుమతి
hi	child	तनुजा	काजोल देवगन
tel	director	ఆరెంజ్	భాస్కర్
tel	position_held	చరణ్ సింగ్	ప్రధానమంత్రి
ben	occupation	শার্ল বোদলেয়ার	কবি
ben	spouse	ব্রহ্মা	সরস্বতী
hi	sibling	अनुष्का शंकर	नोराह जोन्स
tel	sport	వినూమన్కడ్	క్రికెట్
tel	father	శంభాజీ	శివాజీ
hi	student_of	धृष्टद्युम्न	द्रोणाचार्य
hi	position_held	डायना	वेल्स की राजकुमारी
tel	sibling	సన్నీ డియోల్	ఇషా డియోల్
hi	award_received	रामचंद्र मुर्मू	साहित्य अकादमी पुरस्कार
ben	spouse	খলিফা বিন জায়েদ আল নাহিয়ান	সায়েমা বিনতে সোহাইল আল মাযরুয়ী
ben	discoverer_or_inventor	সাধারণ আপেক্ষিকতা	আলবার্ট আইনস্টাইন
tel	sport	ఫీల్డింగ్	క్రికెట్
tel	child	విశ్వామిత్రుడు	శకుంతల
tel	place_of_death	జయప్రకాశ్ రెడ్డి	గుంటూరు
hi	participant	तृतीय आंग्ल-मराठा युद्ध	मराठा साम्राज्य
tel	child	తాతినేని ప్రకాశరావు	టి.ఎల్.వి.ప్రసాద్
tel	place_of_death	షమ్మీ కపూర్	ముంబై
hi	parent_organization	चार्ल्स डार्विन अनुसंधान केन्द्र	चार्ल्स डार्विन फाउंडेशन
ben	founded_by	ব্রাহ্মসমাজ	রামমোহন রায়
tel	sport	అన్నా కోర్నికోవా	టెన్నిస్
hi	place_of_death	हेमेन्द्र चन्द्र सिंह	भुवनेश्वर
hi	founded_by	अरब लीग	मिस्र
tel	director	స్వయంవరం	కె. విజయ భాస్కర్
tel	award_received	కిదాంబి శ్రీకాంత్	అర్జున అవార్డు
hi	award_received	वंगारी मथाई	इंदिरा गांधी शांति पुरस्कार
ben	director	গুপী গাইন বাঘা বাইন	সত্যজিৎ রায়
ben	director	দেবদাস	চাষী নজরুল ইসলাম
hi	position_held	भगवान महावीर	तीर्थंकर
ben	occupation	সোরেন কিয়ের্কেগার্ড	দার্শনিক
ben	mother	রাজীব গান্ধী	ইন্দিরা গান্ধী
hi	discoverer_or_inventor	बैकेलाइट	लियो बैकलैंड
hi	discoverer_or_inventor	प्रकाश उत्सर्जक डायोड	निक होलोनिक जूनियर
hi	father	विवेक ओबेरॉय	सुरेश ओबेरॉय
ben	occupation	ফ্রিৎস জের্নিকে	পদার্থবিজ্ঞানী
hi	director	नदिया के पार	किशोर साहू
tel	award_received	లతా మంగేష్కర్	దాదాసాహెబ్ ఫాల్కే అవార్డు
hi	original_language_of_film_or_TV_show	चल मेरे भाई	हिन्दी
hi	child	तेजी बच्चन	अमिताभ
tel	director	రగడ	వీరు పోట్ల
ben	mother	স্ফিংক্স	খিমাইরা
hi	parent_organization	केन्द्रीय बारानी कृषि अनुसन्धान संस्थान	भारतीय कृषि अनुसंधान परिषद
hi	sport	दिनेश रामदीन	क्रिकेटर
tel	tributary	తుంగభద్ర	హగరి
hi	parent_organization	रक्षा शरीरक्रिया एवं संबद्ध विज्ञान संस्थान	रक्षा अनुसंधान एवं विकास संगठन
ben	child	দ্রুপদ	শিখণ্ডী
ben	place_of_death	সৈয়দ আবদুল্লাহ খালিদ	ঢাকা
hi	director	हाउसफुल	साजिद खान
ben	occupation	ডিকি বার্ড	আম্পায়ার
hi	position_held	दिलबाग सिंह	भारत के वायुसेनाध्यक्ष
ben	winner	বাফটা ফেলোশিপ	স্ট্যানলি কুবরিক
tel	father	అమితాబ్ బచ్చన్	హరివంశ్ రాయ్ బచ్చన్
hi	director	द टाउन	बेन एफ्लेक
ben	winner	আনন্দ পুরস্কার	তসলিমা নাসরিন
ben	student_of	আর্যদেব	নাগার্জুন
ben	participant	সুয়েজ সংকট	ইসরায়েল
tel	director	బ్రూస్ లీ	శ్రీను వైట్ల
hi	award_received	फ्रिडचॉफ नानसेन	नोबेल शांति पुरस्कार
ben	director	বাপি বাড়ি যা	সুদেষ্ণা রায়
hi	parent_organization	राष्ट्रीय शैक्षिक योजना एवं प्रशासन विश्वविद्यालय	मानव संसाधन विकास मंत्रालय
ben	award_received	মোহাম্মদ খাদেমুল বাশার	বীর উত্তম
hi	employer	मैरी एलेन वेबर	नासा
ben	participant	কার্গিল যুদ্ধ	ভারত
ben	parent_organization	গিনি-বিসাউ ফুটবল ফেডারেশন	আফ্রিকান ফুটবল কনফেডারেশন
hi	capital	प्रुशिया	बर्लिन
hi	mother	विचित्रवीर्य	सत्यवती
hi	original_language_of_film_or_TV_show	मैं चुप रहूँगी	हिन्दी
ben	position_held	আসলামুল হক	জাতীয় সংসদ সদস্য
hi	director	ग्रैंड मस्ती	इन्द्र कुमार
tel	sport	సయ్యద్ కిర్మాణీ	క్రికెట్
ben	place_of_death	রবার্ট হুক	লন্ডন
ben	place_of_death	ওয়াল্টার ক্রিকমার	মিউনিখ
ben	student_of	মহান আলেকজান্ডার	এরিস্টটল
tel	sibling	ఆదిత్య చోప్రా	ఉదయ్ చోప్రా
ben	original_language_of_film_or_TV_show	স্ত্রীর পাওনা	বাংলা ভাষা
tel	child	ఫాతిమా జహ్రా	హుసేన్
hi	place_of_death	कृष्णा सोबती	नई दिल्ली
hi	participant	कारगिल युद्ध	भारत
ben	director	ফাইটার	রবি কিনাগী
hi	capital_of	जॉर्जटाउन	गयाना
hi	employer	नवी पिल्लै	संयुक्त राष्ट्र
tel	sport	లాన్స్ క్లూసెనర్	క్రికెట్
tel	father	రిషి కపూర్	రాజ్ కపూర్
ben	participant	সোভিয়েত–আফগান যুদ্ধ	আফগানিস্তান গণতান্ত্রিক প্রজাতন্ত্র
tel	spouse	లారా దత్తా	మహేష్ భూపతి
tel	sport	మోనికా సెలెస్	టెన్నిస్
tel	sport	సెరెనా విలియమ్స్	టెన్నిస్
tel	director	అల్లుడా మజాకా	ఇ.వి.వి.సత్యనారాయణ
tel	sport	సోమచంద్ర డి సిల్వ	క్రికెట్
hi	child	अजॉय चक्रबर्ती	कौशिकी चक्रबर्ती
ben	mother	শান্তা	কৌশল্যা
tel	director	గీత గోవిందం	పరశురామ్ (బుజ్జి)
tel	sport	దొడ్డ గణేష్	క్రికెట్
ben	occupation	মীনা কেশোয়ার কামাল	কবি
hi	parent_organization	भोपाल रेलवे मंडल	पश्चिम मध्य रेलवे
tel	father	ప్రభుదేవా	సుందరం మాస్టర్
tel	spouse	సుభద్ర	అర్జునుడు
ben	sport	মিহাল পাজদান	ফুটবল
tel	award_received	విజయ్	కళైమామణి
ben	sport	শৈলেন মান্না	ফুটবল
tel	director	తొలిప్రేమ	ఎ. కరుణాకరన్
hi	director	लोफर	डेविड धवन
ben	founded_by	আসিয়ান	ফিলিপাইন
ben	sibling	চম্পা	ববিতা
hi	subsidiary	बीबीके इलेक्ट्रॉनिक्स	वनप्लस
tel	child	బ్రహ్మ	చిత్రగుప్తుడు
hi	mother	अहाना देओल	हेमा मालिनी
ben	director	চতুর্থ মাত্রা	নুরুল আলম আতিক
ben	student_of	গ্লাং-রি-থাং-পা	পো-তো-বা-রিন-ছেন-গ্সাল-ফ্যোগ্স-লাস-র্নাম-র্গ্যাল
ben	child	মিনস	আন্দ্রোগেউস
tel	father	జాంబవతి	జాంబవంతుడు
tel	child	రిషి కపూర్	రణబీర్ కపూర్
ben	position_held	মীর কাসিম	নবাব
tel	founded_by	రిలయన్స్ ఇండస్ట్రీస్	ధీరుభాయ్ అంబానీ
tel	capital	గజపతి జిల్లా	పర్లాకిమిడి
tel	participant	పితృహత్య	తండ్రి
hi	spouse	रूमा गुहा ठाकुरता	किशोर कुमार
tel	capital	ఇరాక్	బాగ్దాద్
ben	child	শিব	কার্তিক
hi	sport	अश्विनी पोनप्पा	बैडमिंटन
ben	original_language_of_film_or_TV_show	চেন্নাই এক্সপ্রেস	হিন্দি ভাষা
tel	father	శంభాజీ	శివాజీ
tel	sibling	జ్యోతిక	నగ్మా
hi	parent_organization	मेरिल लिंच	बैंक ऑफ अमेरिका
ben	occupation	অক্ষয়কুমার দত্ত	লেখক
tel	director	ఆత్మగౌరవం	కె. విశ్వనాథ్
tel	sport	వసీం అక్రమ్	క్రికెట్
ben	director	টিউবলাইট	কবির খান
ben	award_received	টেওডোর মম্জেন	সাহিত্যে নোবেল পুরস্কার
tel	child	జెమినీ గణేశన్	రేఖ
tel	child	పృథ్వీరాజ్ కపూర్	శశి కపూర్
tel	award_received	రాజ్ కపూర్	దాదాసాహెబ్ ఫాల్కే అవార్డు
tel	child	జాంబవంతుడు	జాంబవతి
tel	director	భారతంలో బాలచంద్రుడు	కోడి రామకృష్ణ
ben	employer	নীলরতন সরকার	কলকাতা বিশ্ববিদ্যালয়
ben	occupation	এমিলি ডিকিনসন	কবি
ben	tributary	আথাবাস্কা নদী	ম্যালাইন নদী
hi	tributary	काबुल नदी	कुनर नदी
hi	participant	मैनहट्टन परियोजना	रॉबर्ट ओपेनहाइमर
hi	father	महेन्द्रपाल प्रथम	मिहिर भोज
ben	discoverer_or_inventor	বিবর্তনবাদের	চার্লস ডারউইন
hi	child	शाह सलमान	मोहम्मद बिन सलमान
tel	director	అవును 2	రవిబాబు
tel	place_of_death	కొమ్మినేని శేషగిరిరావు	చెన్నై
hi	father	रोहन गावस्कर	सुनील गावस्कर
tel	director	పెళ్ళైన కొత్తలో	మదన్
tel	spouse	దమయంతి	నలుడు
hi	place_of_birth	भीमराव आम्बेडकर	महू
tel	father	పూజ భట్	మహేష్ భట్
hi	occupation	उर्बैन ली वेर्रिएर	खगोल विज्ञानी
hi	mother	कर्ण	कुन्ती
tel	spouse	నలుడు	దమయంతి
ben	discoverer_or_inventor	অহিংস যোগাযোগ	মার্শাল রোজেনবার্গ
tel	director	అవతార్	జేమ్స్ కామెరాన్
tel	mother	దామోదరసేన	ప్రభావతిగుప్త
tel	nominated_for	మార్టిన్ లూథర్ కింగ్	నోబెల్ శాంతి బహుమతి
hi	participant	हिन्दचीन युद्ध	संयुक्त राज्य अमेरिका
ben	father	অহনা দেওল	ধর্মেন্দ্র
hi	discoverer_or_inventor	ग्राफ़ सिद्धान्त	लियोनार्ड ओइलर
tel	director	అతనొక్కడే	సురేందర్ రెడ్డి
ben	mother	দারা শিকোহ	মুমতাজ মহল
tel	child	దశరథుడు	భరతుడు
tel	director	సీమ శాస్త్రి	జి. నాగేశ్వరరెడ్డి
ben	employer	অ্যালান শেপার্ড	নাসা
tel	capital_of	హాఫ్లాంగ్	దిమా హసాయో జిల్లా
tel	sport	జహీర్ ఖాన్	క్రికెట్
tel	spouse	జవహర్ లాల్ నెహ్రూ	కమలా నెహ్రూ
hi	award_received	फ्रिडचॉफ नानसेन	नोबेल शांति पुरस्कार
ben	director	অরণ্যের দিনরাত্রি	সত্যজিৎ রায়
tel	director	భరత్ అనే నేను	కొరటాల శివ
tel	place_of_birth	సదా	రత్నగిరి
tel	child	జనకుడు	సీత
ben	position_held	শিবাজী	ছত্রপতি
tel	award_received	శేఖర్ కమ్ముల	నంది పురస్కారాలు
ben	director	আলম আরা	আরদেশির ইরানি
tel	father	జాంబవతి	జాంబవంతుడు
ben	sport	দালমা সান্তোস	ফুটবল
ben	mother	রত্না পাঠক	দীনা পাঠক
tel	mother	అమితాబ్ బచ్చన్	తేజీ బచ్చన్
tel	sibling	విభీషణుడు	కుంభకర్ణుడు
ben	position_held	সোমনাথ চট্টোপাধ্যায়	লোকসভার অধ্যক্ষ
tel	occupation	రావిశాస్త్రి	న్యాయవాది
hi	child	चंगेज़ ख़ान	ओगताई ख़ान
ben	director	ভিলেন	টোটা রায়চৌধুরী
hi	capital_of	होनोलूलू	हवाई
ben	sport	মোনেম মুন্না	ফুটবল
hi	founded_by	जीयै सिंध क़ौमी महाज़	जी एम सय्यद
tel	director	మా ఆవిడ కలెక్టర్	కోడి రామకృష్ణ
hi	award_received	सैयद अब्दुल मलिक	साहित्य अकादमी पुरस्कार
ben	sibling	সহদেব	নকুল
tel	director	సోనార్ కెల్లా	సత్యజిత్ రే
ben	tributary	মিসিসিপি নদী	ওহাইও নদী
ben	employer	অম্বরীশ ঘোষ	ভারতীয় বিজ্ঞান সংস্থা
hi	participant	मध्यम दूरी परमाणु शक्ति संधि	संयुक्त राज्य अमेरिका
tel	director	అతిథి	సురేందర్ రెడ్డి
ben	employer	কফি আনান	জাতিসংঘ
ben	award_received	এলফ্রিডে ইয়েলিনেক	সাহিত্যে নোবেল পুরস্কার
hi	place_of_death	लाला हरदयाल	फिलाडेल्फिया
ben	director	রাজত্ব	ইফতেখার চৌধুরী
hi	discoverer_or_inventor	लोरेन्ट्स रूपांतरण	हेंड्रिक लारेंज़
hi	founded_by	हिन्दुस्तान मशीन टूल्स	भारत सरकार
ben	subsidiary	অক্সফোর্ড বিশ্ববিদ্যালয়	অক্সফোর্ড ইউনিভার্সিটি প্রেস
tel	place_of_death	వేదగిరి రాంబాబు	హైదరాబాద్
ben	founded_by	পাকিস্তান তেহরিক-ই-ইনসাফ	ইমরান খান
hi	mother	अमृता सिंह	रुखसाना सुल्ताना
tel	discoverer_or_inventor	బాల్ పెన్	లాస్లో బైరొ
tel	father	అక్బరుద్దీన్ ఒవైసీ	సుల్తాన్ సలాహుద్దీన్ ఒవైసీ
hi	sibling	प्रतीक बब्बर	आर्य बब्बर
tel	capital	రాజస్థాన్	జైపూర్
tel	father	అనన్య బిర్లా	కుమార్ మంగళం బిర్లా
tel	sport	ప్రవీణ్ ఆమ్రే	క్రికెట్
tel	spouse	మన్మథుడు	రతీదేవి
hi	founded_by	खुदाबक़्श लाइब्रेरी	मौलवी खुदाबक़्श खान
hi	founded_by	भारतीय जनसंघ	श्यामाप्रसाद मुखर्जी
ben	director	ঘরে বাইরে	সত্যজিৎ রায়
tel	founded_by	అలీఘర్ ముస్లిం విశ్వవిద్యాలయం	సర్ సయ్యద్ అహ్మద్ ఖాన్
tel	position_held	సెయింట్ పీటర్	పోప్
